tmsp,country,amount,success,PSP,3D_secured,card
2024-08-29 03:54:52,France,467.65,1,PSP3,1,Visa
2024-08-29 04:06:12,Spain,357.73,1,PSP2,1,Master
2024-08-29 04:17:47,Germany,449.73,0,PSP3,0,Gold
2024-08-29 04:18:17,Germany,449.73,0,PSP3,0,Gold
2024-08-29 04:18:26,Germany,449.73,0,PSP3,0,Gold
2024-08-29 04:18:45,Germany,449.73,0,PSP3,0,Gold
2024-08-29 04:19:50,France,135.36,0,PSP4,1,Platinum
2024-08-29 04:20:23,France,135.36,0,PSP4,1,Platinum
2024-08-29 04:31:49,France,498.1,1,PSP2,0,Master
2024-08-29 04:40:28,France,476.96,1,PSP4,0,Platinum
2024-08-29 04:52:43,Spain,197.72,1,PSP4,0,Master
2024-08-29 05:07:43,Austria,101.29,1,PSP5,0,Gold
2024-08-29 05:10:19,Germany,94.4,0,PSP1,0,Master
2024-08-29 05:21:13,France,179.66,1,PSP1,1,Master
2024-08-29 05:31:35,France,86.96,1,PSP2,0,Gold
2024-08-29 05:51:29,Germany,57.79,1,PSP3,0,Master
2024-08-29 05:51:47,France,261.98,1,PSP5,0,Visa
2024-08-29 06:03:04,Spain,113.18,1,PSP4,0,Master
2024-08-29 06:11:25,Austria,165.38,1,PSP2,1,Visa
2024-08-29 06:15:00,Austria,134.02,0,PSP5,0,Visa
2024-08-29 06:25:14,Austria,195.87,0,PSP2,1,Gold
2024-08-29 06:25:47,France,219.25,1,PSP1,0,Visa
2024-08-29 06:48:37,Austria,24.41,1,PSP4,1,Gold
2024-08-29 06:52:02,Austria,494.95,1,PSP3,0,Master
2024-08-29 06:57:01,Spain,47.1,1,PSP3,0,Gold
2024-08-29 06:58:48,Austria,151.69,1,PSP5,1,Gold
2024-08-29 07:00:06,Spain,112.11,1,PSP5,1,Gold
2024-08-29 07:10:26,Germany,70.34,1,PSP5,1,Master
2024-08-29 07:10:36,France,347.35,1,PSP3,0,Gold
2024-08-29 07:12:01,Germany,46.85,0,PSP3,0,Master
2024-08-29 07:16:30,Austria,324.24,1,PSP1,0,Platinum
2024-08-29 07:21:29,Austria,182.6,1,PSP3,1,Master
2024-08-29 07:24:41,Austria,125.99,1,PSP3,0,Gold
2024-08-29 07:24:51,Germany,390.86,1,PSP4,1,Gold
2024-08-29 07:36:37,France,71.94,1,PSP4,1,Master
2024-08-29 07:39:21,Spain,256.73,0,PSP2,1,Visa
2024-08-29 07:39:21,Spain,256.73,0,PSP2,1,Visa
2024-08-29 07:40:54,France,81.27,1,PSP3,0,Platinum
2024-08-29 07:49:27,Spain,270.28,0,PSP5,1,Gold
2024-08-29 07:50:05,Spain,96.02,0,PSP4,1,Gold
2024-08-29 07:50:17,Spain,96.02,0,PSP4,1,Gold
2024-08-29 07:50:21,Spain,96.02,0,PSP4,1,Gold
2024-08-29 08:08:23,Germany,50.54,0,PSP4,1,Visa
2024-08-29 08:09:03,Germany,50.54,0,PSP4,1,Visa
2024-08-29 08:10:57,Germany,181.69,1,PSP3,1,Gold
2024-08-29 08:12:07,France,390.44,0,PSP1,1,Platinum
2024-08-29 08:12:46,France,390.44,0,PSP1,1,Platinum
2024-08-29 08:12:48,France,390.44,0,PSP1,1,Platinum
2024-08-29 08:13:03,France,390.44,0,PSP1,1,Platinum
2024-08-29 08:14:14,France,307.25,0,PSP2,0,Visa
2024-08-29 08:28:41,France,303.31,0,PSP2,0,Visa
2024-08-29 08:46:07,Spain,228.56,1,PSP4,0,Platinum
2024-08-29 08:48:34,Austria,363.99,1,PSP5,1,Visa
2024-08-29 09:04:49,Austria,114.84,0,PSP1,0,Master
2024-08-29 09:08:14,Spain,49.31,0,PSP4,0,Platinum
2024-08-29 09:08:14,Spain,49.31,0,PSP4,0,Platinum
2024-08-29 09:08:37,Spain,49.31,0,PSP4,0,Platinum
2024-08-29 09:08:46,Spain,49.31,0,PSP4,0,Platinum
2024-08-29 09:29:22,Austria,322.8,1,PSP4,0,Master
2024-08-29 09:33:59,Spain,189.47,0,PSP2,1,Visa
2024-08-29 09:39:50,Austria,119.48,0,PSP2,1,Platinum
2024-08-29 09:40:04,Austria,119.48,0,PSP2,1,Platinum
2024-08-29 09:40:06,Austria,119.48,0,PSP2,1,Platinum
2024-08-29 09:40:28,Austria,119.48,0,PSP2,1,Platinum
2024-08-29 09:40:46,France,226.1,0,PSP4,1,Master
2024-08-29 09:40:50,France,226.1,0,PSP4,1,Master
2024-08-29 09:41:44,France,226.1,0,PSP4,1,Master
2024-08-29 09:41:45,France,226.1,0,PSP4,1,Master
2024-08-29 09:57:43,Austria,15.58,1,PSP1,1,Platinum
2024-08-29 09:58:53,Germany,428.2,0,PSP4,1,Visa
2024-08-29 10:05:18,Austria,339.52,0,PSP1,0,Visa
2024-08-29 10:06:11,Austria,339.52,0,PSP1,0,Visa
2024-08-29 10:23:50,Austria,260.6,1,PSP5,0,Platinum
2024-08-29 10:27:19,Austria,280.57,1,PSP1,1,Platinum
2024-08-29 10:43:38,Austria,70.16,0,PSP5,1,Master
2024-08-29 10:47:42,France,493.51,1,PSP1,1,Gold
2024-08-29 10:55:06,France,384.27,0,PSP4,1,Platinum
2024-08-29 10:57:02,Spain,374.29,1,PSP4,1,Master
2024-08-29 11:10:27,France,54.08,1,PSP3,0,Master
2024-08-29 11:18:37,Austria,190.38,1,PSP5,0,Gold
2024-08-29 11:22:59,Austria,327.1,0,PSP3,1,Visa
2024-08-29 11:23:11,Austria,327.1,0,PSP3,1,Visa
2024-08-29 11:23:12,Austria,327.1,0,PSP3,1,Visa
2024-08-29 11:23:58,Austria,327.1,0,PSP3,1,Visa
2024-08-29 11:37:53,Germany,475.13,1,PSP1,0,Gold
2024-08-29 11:38:44,Spain,358.32,0,PSP2,1,Gold
2024-08-29 12:06:16,France,311.46,1,PSP2,0,Gold
2024-08-29 12:12:57,Austria,462.86,0,PSP2,0,Platinum
2024-08-29 12:16:35,Germany,337.0,1,PSP1,1,Gold
2024-08-29 12:34:16,Austria,276.85,1,PSP2,0,Visa
2024-08-29 12:34:26,Spain,423.42,1,PSP5,0,Visa
2024-08-29 12:56:47,Spain,305.39,1,PSP1,1,Platinum
2024-08-29 13:07:49,France,50.03,1,PSP2,1,Visa
2024-08-29 13:17:12,Spain,404.53,0,PSP2,1,Master
2024-08-29 13:17:14,Spain,404.53,0,PSP2,1,Master
2024-08-29 13:17:32,Spain,404.53,0,PSP2,1,Master
2024-08-29 13:17:44,Spain,404.53,0,PSP2,1,Master
2024-08-29 13:18:39,Spain,247.9,1,PSP3,0,Master
2024-08-29 13:25:24,France,328.64,1,PSP1,1,Master
2024-08-29 13:29:48,France,429.24,0,PSP1,0,Gold
2024-08-29 13:30:29,France,429.24,0,PSP1,0,Gold
2024-08-29 13:31:14,France,314.8,0,PSP4,1,Visa
2024-08-29 13:49:49,Spain,486.59,0,PSP1,1,Gold
2024-08-29 13:50:19,France,158.04,1,PSP2,0,Master
2024-08-29 13:51:01,France,50.33,0,PSP3,1,Gold
2024-08-29 14:19:54,Austria,411.86,0,PSP1,1,Master
2024-08-29 14:30:07,Spain,377.61,1,PSP2,1,Platinum
2024-08-29 14:43:36,Austria,385.3,0,PSP3,1,Platinum
2024-08-29 14:43:44,Austria,385.3,0,PSP3,1,Platinum
2024-08-29 14:47:48,Austria,488.17,1,PSP1,1,Master
2024-08-29 14:57:11,Germany,295.92,0,PSP1,0,Visa
2024-08-29 15:04:00,France,181.94,1,PSP1,0,Platinum
2024-08-29 15:06:00,France,324.92,1,PSP1,0,Master
2024-08-29 15:06:36,France,316.45,1,PSP5,1,Visa
2024-08-29 15:08:48,Germany,462.13,0,PSP5,0,Platinum
2024-08-29 15:08:53,Spain,215.7,0,PSP4,1,Master
2024-08-29 15:09:46,Spain,215.7,0,PSP4,1,Master
2024-08-29 15:35:09,Austria,449.46,1,PSP4,0,Master
2024-08-29 15:51:07,Germany,255.28,1,PSP1,1,Master
2024-08-29 15:55:04,Spain,118.72,0,PSP1,0,Platinum
2024-08-29 15:59:11,Austria,334.89,1,PSP3,1,Master
2024-08-29 16:04:26,Germany,70.25,1,PSP4,1,Gold
2024-08-29 16:06:58,Austria,316.59,0,PSP3,0,Visa
2024-08-29 16:07:01,Spain,404.19,0,PSP3,0,Platinum
2024-08-29 16:10:15,Germany,41.75,0,PSP5,1,Master
2024-08-29 16:10:42,Austria,160.42,0,PSP2,0,Visa
2024-08-29 16:17:12,Spain,368.34,0,PSP2,1,Gold
2024-08-29 16:22:36,Germany,324.55,0,PSP5,0,Master
2024-08-29 16:22:52,Germany,324.55,0,PSP5,0,Master
2024-08-29 16:23:01,Germany,324.55,0,PSP5,0,Master
2024-08-29 16:23:17,Germany,324.55,0,PSP5,0,Master
2024-08-29 16:24:36,Austria,191.21,0,PSP2,0,Master
2024-08-29 16:24:53,Austria,191.21,0,PSP2,0,Master
2024-08-29 16:24:59,Austria,191.21,0,PSP2,0,Master
2024-08-29 16:25:05,Austria,191.21,0,PSP2,0,Master
2024-08-29 16:32:39,Germany,168.81,1,PSP4,1,Gold
2024-08-29 16:35:15,Spain,383.58,0,PSP2,0,Gold
2024-08-29 16:49:15,Spain,134.41,1,PSP2,1,Platinum
2024-08-29 16:53:20,France,24.31,1,PSP4,1,Master
2024-08-29 17:07:09,France,356.39,0,PSP4,1,Visa
2024-08-29 17:35:14,Spain,442.02,1,PSP5,0,Visa
2024-08-29 17:35:44,Spain,63.86,1,PSP3,1,Master
2024-08-29 17:42:34,France,120.96,1,PSP4,1,Gold
2024-08-29 17:43:47,Austria,192.93,1,PSP3,1,Visa
2024-08-29 17:56:30,Germany,37.78,1,PSP2,1,Platinum
2024-08-29 17:58:58,France,364.74,0,PSP5,0,Master
2024-08-29 17:59:01,France,364.74,0,PSP5,0,Master
2024-08-29 17:59:27,France,364.74,0,PSP5,0,Master
2024-08-29 18:00:21,Austria,333.64,0,PSP5,0,Master
2024-08-29 18:03:40,Spain,147.96,1,PSP4,1,Master
2024-08-29 18:04:24,Spain,37.22,1,PSP4,1,Platinum
2024-08-29 18:10:29,Spain,272.12,1,PSP2,1,Platinum
2024-08-29 18:12:50,Germany,191.71,1,PSP5,1,Platinum
2024-08-29 18:16:46,Germany,278.45,1,PSP2,1,Master
2024-08-29 18:21:27,France,159.23,0,PSP4,0,Platinum
2024-08-29 18:22:00,France,159.23,0,PSP4,0,Platinum
2024-08-29 18:31:28,France,174.41,1,PSP4,0,Master
2024-08-29 18:37:03,Germany,259.6,0,PSP4,1,Master
2024-08-29 18:38:28,Austria,427.62,0,PSP5,1,Platinum
2024-08-29 18:39:06,Austria,427.62,0,PSP5,1,Platinum
2024-08-29 18:39:19,Austria,427.62,0,PSP5,1,Platinum
2024-08-29 18:51:46,France,195.66,0,PSP5,0,Master
2024-08-29 18:59:26,Germany,383.14,0,PSP2,0,Gold
2024-08-29 19:06:43,Austria,188.57,0,PSP1,0,Gold
2024-08-29 19:07:30,France,64.04,1,PSP3,1,Master
2024-08-29 19:11:28,Germany,377.46,0,PSP4,1,Platinum
2024-08-29 19:11:53,Germany,377.46,0,PSP4,1,Platinum
2024-08-29 19:22:55,Germany,346.3,1,PSP2,1,Gold
2024-08-29 19:23:00,Germany,11.61,1,PSP3,1,Platinum
2024-08-29 19:42:51,France,492.7,0,PSP3,0,Gold
2024-08-29 19:50:05,Austria,216.19,1,PSP4,1,Master
2024-08-29 20:02:35,Austria,87.67,0,PSP1,0,Visa
2024-08-29 20:03:00,Austria,87.67,0,PSP1,0,Visa
2024-08-29 20:03:15,Austria,87.67,0,PSP1,0,Visa
2024-08-29 20:07:29,Austria,143.03,0,PSP5,0,Master
2024-08-29 20:23:32,Germany,372.96,1,PSP3,1,Visa
2024-08-29 20:32:04,Spain,348.47,1,PSP1,1,Master
2024-08-29 20:49:33,Germany,173.65,0,PSP2,1,Master
2024-08-29 20:49:52,Germany,173.65,0,PSP2,1,Master
2024-08-29 20:50:33,Germany,173.65,0,PSP2,1,Master
2024-08-29 21:01:38,Germany,262.79,0,PSP5,0,Gold
2024-08-29 21:10:16,Austria,418.46,1,PSP5,1,Platinum
2024-08-29 21:13:07,Austria,27.8,1,PSP5,1,Visa
2024-08-29 21:39:17,Germany,409.09,0,PSP5,0,Gold
2024-08-29 21:39:26,Germany,409.09,0,PSP5,0,Gold
2024-08-29 21:39:43,Germany,409.09,0,PSP5,0,Gold
2024-08-29 21:39:45,Germany,409.09,0,PSP5,0,Gold
2024-08-29 21:41:48,Spain,98.49,1,PSP5,0,Visa
2024-08-29 21:41:53,Austria,492.83,1,PSP1,1,Gold
2024-08-29 21:43:49,Germany,257.25,1,PSP3,0,Visa
2024-08-29 21:48:56,Spain,376.47,0,PSP1,1,Gold
2024-08-29 21:54:47,France,70.21,1,PSP1,0,Master
2024-08-29 22:01:51,Germany,434.98,0,PSP4,1,Visa
2024-08-29 22:20:26,Austria,38.92,1,PSP4,1,Gold
2024-08-29 22:38:17,Germany,14.66,1,PSP3,0,Gold
2024-08-29 23:09:08,Spain,295.14,0,PSP4,1,Master
2024-08-29 23:09:21,Spain,295.14,0,PSP4,1,Master
2024-08-29 23:09:48,Spain,295.14,0,PSP4,1,Master
2024-08-29 23:19:22,France,435.61,1,PSP5,0,Platinum
2024-08-29 23:27:12,Spain,374.9,0,PSP3,0,Platinum
2024-08-29 23:31:18,Spain,480.64,0,PSP5,1,Platinum
2024-08-29 23:32:59,France,426.22,1,PSP1,0,Gold
2024-08-29 23:35:42,Germany,240.11,1,PSP1,0,Visa
2024-08-29 23:36:20,Spain,272.86,0,PSP4,1,Gold
2024-08-29 23:38:08,Germany,180.37,0,PSP1,0,Master
2024-08-29 23:38:41,Germany,180.37,0,PSP1,0,Master
2024-08-30 00:08:09,Austria,142.04,1,PSP3,1,Master
2024-08-30 00:11:14,Spain,453.7,0,PSP4,1,Visa
2024-08-30 00:11:43,Spain,453.7,0,PSP4,1,Visa
2024-08-30 00:11:49,Spain,453.7,0,PSP4,1,Visa
2024-08-30 00:37:09,Spain,38.73,0,PSP1,0,Gold
2024-08-30 00:46:37,France,32.34,1,PSP3,1,Master
2024-08-30 00:55:05,France,317.21,1,PSP4,0,Master
2024-08-30 00:57:53,Spain,136.87,1,PSP3,0,Visa
2024-08-30 01:01:25,Germany,117.0,0,PSP1,1,Gold
2024-08-30 01:26:09,France,209.32,1,PSP2,1,Gold
2024-08-30 01:31:57,Austria,400.55,0,PSP5,0,Gold
2024-08-30 01:32:11,Austria,400.55,0,PSP5,0,Gold
2024-08-30 01:39:12,Germany,164.56,1,PSP1,1,Master
2024-08-30 01:44:56,Germany,343.06,0,PSP4,1,Master
2024-08-30 02:38:32,France,237.57,1,PSP2,1,Master
2024-08-30 02:42:19,Austria,389.81,1,PSP3,1,Visa
2024-08-30 02:42:49,Austria,170.98,1,PSP4,0,Master
2024-08-30 02:50:52,France,222.81,1,PSP2,1,Visa
2024-08-30 02:52:04,France,201.61,1,PSP1,0,Master
2024-08-30 02:58:06,Austria,311.53,1,PSP4,1,Gold
2024-08-30 03:04:17,Austria,340.19,1,PSP3,0,Gold
2024-08-30 03:27:32,Germany,394.02,1,PSP5,0,Master
2024-08-30 03:32:55,Austria,287.42,1,PSP1,0,Visa
2024-08-30 03:33:29,France,11.91,1,PSP3,0,Visa
2024-08-30 03:46:47,France,192.93,1,PSP2,0,Master
2024-08-30 04:11:02,Austria,48.66,0,PSP4,0,Gold
2024-08-30 04:11:31,Austria,48.66,0,PSP4,0,Gold
2024-08-30 04:12:43,Austria,486.75,1,PSP1,1,Visa
2024-08-30 04:36:43,Austria,412.2,1,PSP3,0,Platinum
2024-08-30 05:03:11,Spain,73.04,0,PSP2,1,Platinum
2024-08-30 05:32:02,Germany,400.02,1,PSP4,1,Gold
2024-08-30 05:55:15,France,33.08,1,PSP5,0,Visa
2024-08-30 05:58:44,France,195.64,1,PSP5,1,Master
2024-08-30 06:12:34,Spain,43.87,1,PSP2,0,Master
2024-08-30 06:20:32,Germany,136.37,0,PSP4,1,Gold
2024-08-30 06:37:06,Spain,460.44,1,PSP1,1,Gold
2024-08-30 06:44:24,Austria,410.22,0,PSP3,1,Visa
2024-08-30 06:45:18,Germany,192.98,1,PSP1,1,Gold
2024-08-30 06:53:21,Spain,355.66,1,PSP3,1,Visa
2024-08-30 06:53:30,Germany,101.51,1,PSP1,1,Gold
2024-08-30 06:55:59,Spain,49.46,1,PSP1,1,Platinum
2024-08-30 06:58:24,Spain,155.84,0,PSP1,0,Visa
2024-08-30 06:58:51,Spain,155.84,0,PSP1,0,Visa
2024-08-30 07:11:33,Germany,31.26,0,PSP5,1,Visa
2024-08-30 07:11:51,Germany,411.44,0,PSP5,0,Platinum
2024-08-30 07:12:03,Germany,31.26,0,PSP5,1,Visa
2024-08-30 07:12:13,Germany,31.26,0,PSP5,1,Visa
2024-08-30 07:15:10,Germany,195.0,0,PSP1,1,Visa
2024-08-30 07:28:56,Spain,307.07,0,PSP2,1,Platinum
2024-08-30 07:29:04,Spain,307.07,0,PSP2,1,Platinum
2024-08-30 07:29:10,Spain,307.07,0,PSP2,1,Platinum
2024-08-30 07:29:56,Spain,307.07,0,PSP2,1,Platinum
2024-08-30 07:37:00,Germany,402.09,1,PSP1,1,Visa
2024-08-30 08:00:52,Austria,248.24,1,PSP2,1,Platinum
2024-08-30 08:18:42,Spain,313.82,1,PSP4,0,Master
2024-08-30 08:22:05,France,477.66,0,PSP3,0,Gold
2024-08-30 08:34:39,Spain,37.05,0,PSP3,0,Gold
2024-08-30 08:39:08,Austria,208.2,0,PSP5,1,Gold
2024-08-30 08:39:30,Austria,208.2,0,PSP5,1,Gold
2024-08-30 08:49:40,Germany,485.17,0,PSP2,0,Master
2024-08-30 08:50:04,Germany,485.17,0,PSP2,0,Master
2024-08-30 08:51:31,Austria,93.44,1,PSP1,0,Visa
2024-08-30 08:58:17,Spain,272.53,0,PSP1,0,Platinum
2024-08-30 09:05:57,France,311.51,1,PSP1,0,Gold
2024-08-30 09:11:42,France,274.67,1,PSP3,0,Visa
2024-08-30 09:16:06,France,130.47,1,PSP3,0,Platinum
2024-08-30 09:34:18,Spain,274.49,0,PSP1,0,Gold
2024-08-30 09:34:53,Austria,117.75,0,PSP2,1,Master
2024-08-30 09:35:34,Austria,117.75,0,PSP2,1,Master
2024-08-30 09:35:51,Austria,117.75,0,PSP2,1,Master
2024-08-30 09:46:38,France,277.7,0,PSP3,0,Gold
2024-08-30 09:52:52,Spain,331.57,1,PSP4,1,Master
2024-08-30 09:58:16,Spain,495.59,1,PSP3,1,Master
2024-08-30 10:01:50,Germany,325.97,0,PSP1,0,Platinum
2024-08-30 10:10:49,Germany,158.39,1,PSP5,1,Master
2024-08-30 10:11:51,Spain,462.09,0,PSP4,0,Master
2024-08-30 10:36:04,Austria,145.39,1,PSP4,1,Gold
2024-08-30 10:39:15,Spain,140.95,0,PSP2,1,Master
2024-08-30 10:40:11,Austria,132.04,0,PSP4,1,Master
2024-08-30 10:43:53,France,213.3,1,PSP5,1,Master
2024-08-30 10:57:26,Germany,261.6,0,PSP1,1,Gold
2024-08-30 11:06:58,Spain,285.11,0,PSP4,0,Platinum
2024-08-30 11:30:09,Austria,178.5,0,PSP4,1,Platinum
2024-08-30 11:31:33,France,261.29,0,PSP3,1,Gold
2024-08-30 11:31:40,France,261.29,0,PSP3,1,Gold
2024-08-30 11:32:16,France,261.29,0,PSP3,1,Gold
2024-08-30 11:32:27,France,261.29,0,PSP3,1,Gold
2024-08-30 11:48:22,Spain,66.0,1,PSP1,0,Platinum
2024-08-30 11:52:48,Austria,484.05,1,PSP1,1,Visa
2024-08-30 12:08:15,Germany,221.07,1,PSP2,0,Master
2024-08-30 12:21:21,Germany,384.9,0,PSP2,0,Master
2024-08-30 12:22:57,Spain,8.42,1,PSP5,0,Visa
2024-08-30 12:26:26,Germany,200.99,0,PSP5,0,Platinum
2024-08-30 12:50:07,Germany,183.16,0,PSP4,0,Master
2024-08-30 12:50:30,France,53.2,1,PSP2,0,Visa
2024-08-30 12:53:24,Spain,392.36,1,PSP3,0,Visa
2024-08-30 13:32:45,Spain,139.85,1,PSP2,1,Gold
2024-08-30 13:38:32,Germany,204.86,1,PSP3,1,Gold
2024-08-30 13:43:37,Austria,22.47,1,PSP4,0,Platinum
2024-08-30 13:57:22,France,152.02,0,PSP1,1,Master
2024-08-30 14:02:40,Austria,330.87,0,PSP4,1,Platinum
2024-08-30 14:03:15,Austria,330.87,0,PSP4,1,Platinum
2024-08-30 14:03:26,Austria,330.87,0,PSP4,1,Platinum
2024-08-30 14:08:36,Spain,426.17,1,PSP4,1,Master
2024-08-30 14:14:52,France,68.77,1,PSP3,0,Visa
2024-08-30 14:16:27,Germany,52.81,1,PSP2,0,Visa
2024-08-30 14:38:47,Spain,250.96,1,PSP5,0,Platinum
2024-08-30 14:48:13,France,281.43,0,PSP2,1,Platinum
2024-08-30 14:51:32,Germany,494.86,0,PSP1,1,Platinum
2024-08-30 14:55:31,France,350.1,0,PSP5,0,Master
2024-08-30 14:59:32,Austria,90.96,0,PSP5,1,Gold
2024-08-30 14:59:36,Austria,90.96,0,PSP5,1,Gold
2024-08-30 14:59:37,Austria,90.96,0,PSP5,1,Gold
2024-08-30 15:00:06,Austria,90.96,0,PSP5,1,Gold
2024-08-30 15:03:53,Austria,354.99,0,PSP1,0,Master
2024-08-30 15:04:40,Austria,354.99,0,PSP1,0,Master
2024-08-30 15:04:41,Austria,354.99,0,PSP1,0,Master
2024-08-30 15:46:26,Spain,110.35,1,PSP4,1,Master
2024-08-30 15:58:40,Austria,202.64,0,PSP2,0,Gold
2024-08-30 16:03:25,France,197.0,0,PSP3,1,Platinum
2024-08-30 16:03:26,France,444.96,1,PSP1,1,Platinum
2024-08-30 16:12:41,France,38.08,0,PSP2,1,Platinum
2024-08-30 16:26:43,Austria,40.4,1,PSP1,0,Platinum
2024-08-30 16:43:19,Germany,155.61,1,PSP1,0,Gold
2024-08-30 16:58:51,Spain,301.31,1,PSP1,0,Gold
2024-08-30 17:03:18,Spain,6.2,1,PSP2,0,Master
2024-08-30 17:38:30,Germany,489.6,1,PSP5,1,Master
2024-08-30 17:45:01,Germany,222.1,0,PSP2,1,Master
2024-08-30 17:48:10,France,480.28,0,PSP3,0,Platinum
2024-08-30 17:50:33,France,467.85,0,PSP5,1,Visa
2024-08-30 17:51:40,France,149.7,1,PSP1,0,Platinum
2024-08-30 18:08:13,Austria,333.34,0,PSP5,0,Master
2024-08-30 18:18:35,Germany,423.81,0,PSP3,0,Visa
2024-08-30 18:18:38,Germany,423.81,0,PSP3,0,Visa
2024-08-30 18:19:02,Germany,423.81,0,PSP3,0,Visa
2024-08-30 18:19:18,Germany,423.81,0,PSP3,0,Visa
2024-08-30 18:24:20,Germany,255.61,1,PSP5,0,Master
2024-08-30 18:27:37,France,32.13,0,PSP4,0,Master
2024-08-30 18:28:30,Spain,29.48,0,PSP5,0,Visa
2024-08-30 18:32:44,France,270.81,0,PSP3,1,Visa
2024-08-30 18:32:59,France,270.81,0,PSP3,1,Visa
2024-08-30 18:33:41,France,270.81,0,PSP3,1,Visa
2024-08-30 18:46:24,Austria,103.11,0,PSP2,1,Master
2024-08-30 19:00:30,Austria,177.62,0,PSP3,1,Platinum
2024-08-30 19:06:35,France,301.77,1,PSP3,0,Platinum
2024-08-30 19:18:40,Germany,437.17,1,PSP4,0,Visa
2024-08-30 19:33:11,Germany,406.75,0,PSP2,1,Platinum
2024-08-30 19:34:08,Germany,406.75,0,PSP2,1,Platinum
2024-08-30 19:39:49,Austria,342.45,0,PSP3,1,Visa
2024-08-30 19:40:45,Austria,342.45,0,PSP3,1,Visa
2024-08-30 19:46:28,France,47.65,1,PSP3,0,Visa
2024-08-30 19:48:28,Austria,409.28,0,PSP2,0,Visa
2024-08-30 19:52:09,Germany,402.27,0,PSP3,0,Gold
2024-08-30 19:59:34,Spain,491.99,0,PSP2,1,Visa
2024-08-30 20:17:46,France,213.49,1,PSP4,0,Platinum
2024-08-30 20:28:16,Spain,426.92,0,PSP5,0,Platinum
2024-08-30 20:33:34,Germany,12.13,1,PSP2,0,Master
2024-08-30 20:40:27,France,177.9,1,PSP4,1,Visa
2024-08-30 20:44:48,France,299.82,1,PSP5,0,Gold
2024-08-30 20:48:58,France,432.36,1,PSP3,0,Platinum
2024-08-30 21:40:30,Germany,367.34,0,PSP4,0,Master
2024-08-30 21:40:33,Spain,417.06,0,PSP1,0,Visa
2024-08-30 21:41:17,Spain,417.06,0,PSP1,0,Visa
2024-08-30 21:41:30,Spain,417.06,0,PSP1,0,Visa
2024-08-30 21:49:23,Germany,396.3,0,PSP3,0,Visa
2024-08-30 21:49:50,France,154.22,0,PSP4,0,Gold
2024-08-30 22:20:43,France,169.09,1,PSP5,0,Platinum
2024-08-30 22:24:49,France,95.21,0,PSP3,0,Master
2024-08-30 22:24:56,France,95.21,0,PSP3,0,Master
2024-08-30 22:25:45,France,95.21,0,PSP3,0,Master
2024-08-30 22:25:46,France,95.21,0,PSP3,0,Master
2024-08-30 22:26:50,Spain,444.94,0,PSP1,1,Visa
2024-08-30 23:09:14,France,246.49,0,PSP3,1,Master
2024-08-30 23:26:17,Austria,277.87,0,PSP5,1,Visa
2024-08-30 23:29:38,France,29.27,0,PSP1,0,Master
2024-08-30 23:49:03,Austria,177.64,1,PSP1,1,Master
2024-08-30 23:52:06,Austria,97.37,1,PSP3,1,Visa
2024-08-30 23:52:31,Austria,43.58,0,PSP3,1,Gold
2024-08-30 23:52:34,Austria,43.58,0,PSP3,1,Gold
2024-08-30 23:52:58,Austria,43.58,0,PSP3,1,Gold
2024-08-30 23:53:12,Austria,43.58,0,PSP3,1,Gold
2024-08-30 23:58:16,Austria,404.85,0,PSP1,0,Gold
2024-08-31 00:00:20,Spain,461.07,0,PSP1,0,Visa
2024-08-31 00:00:28,Germany,262.82,1,PSP1,0,Master
2024-08-31 00:00:52,Spain,461.07,0,PSP1,0,Visa
2024-08-31 00:01:06,Spain,461.07,0,PSP1,0,Visa
2024-08-31 00:01:16,Spain,461.07,0,PSP1,0,Visa
2024-08-31 00:08:40,Austria,214.08,1,PSP4,1,Gold
2024-08-31 00:14:31,Germany,30.01,1,PSP3,1,Gold
2024-08-31 00:16:10,Spain,167.93,0,PSP3,1,Visa
2024-08-31 00:21:46,Austria,426.5,0,PSP5,1,Visa
2024-08-31 00:22:19,Austria,426.5,0,PSP5,1,Visa
2024-08-31 00:22:24,Austria,426.5,0,PSP5,1,Visa
2024-08-31 00:22:25,Austria,426.5,0,PSP5,1,Visa
2024-08-31 00:26:00,Austria,428.54,0,PSP3,0,Gold
2024-08-31 00:45:33,France,197.07,1,PSP5,1,Master
2024-08-31 00:49:06,Austria,232.04,0,PSP4,1,Master
2024-08-31 00:51:56,Spain,334.78,0,PSP2,0,Visa
2024-08-31 01:18:22,Austria,265.58,0,PSP1,1,Visa
2024-08-31 02:03:55,France,497.1,1,PSP2,1,Gold
2024-08-31 02:23:41,Spain,403.66,0,PSP5,1,Platinum
2024-08-31 02:45:15,France,74.4,1,PSP3,0,Gold
2024-08-31 02:47:03,Germany,67.18,1,PSP4,0,Gold
2024-08-31 02:50:28,Austria,54.01,0,PSP5,0,Platinum
2024-08-31 03:00:13,Germany,453.13,1,PSP1,0,Master
2024-08-31 03:00:25,Spain,111.8,0,PSP2,0,Gold
2024-08-31 03:02:51,France,192.62,1,PSP2,0,Gold
2024-08-31 04:03:27,France,157.32,0,PSP3,1,Platinum
2024-08-31 04:03:36,France,157.32,0,PSP3,1,Platinum
2024-08-31 04:03:59,France,157.32,0,PSP3,1,Platinum
2024-08-31 04:04:02,France,157.32,0,PSP3,1,Platinum
2024-08-31 04:09:08,Austria,182.17,0,PSP4,0,Visa
